FAT_YEARMONTH,FAT_DAY,FAT_TIME,FATALITY_ID,EVENT_ID,FATALITY_TYPE,FATALITY_DATE,FATALITY_AGE,FATALITY_SEX,FATALITY_LOCATION,EVENT_YEARMONTH
201204,1,0,18122,373905,"I","04/01/2012 00:00:00",18,"M","Boating",201204
201204,18,0,18230,375925,"D","04/18/2012 00:00:00",16,"M","In Water",201204
201204,18,0,18156,375926,"D","04/18/2012 00:00:00",14,"M","In Water",201204
201204,28,0,18163,377350,"D","04/28/2012 00:00:00",58,"M","Outside/Open Areas",201204
201204,29,0,18166,377587,"D","04/29/2012 00:00:00",35,"M","In Water",201204
201204,14,0,18224,378771,"D","04/14/2012 00:00:00",7,"F","Mobile/Trailer Home",201204
201204,14,0,18225,378771,"D","04/14/2012 00:00:00",4,"F","Mobile/Trailer Home",201204
201204,14,0,18226,378771,"D","04/14/2012 00:00:00",24,"M","Mobile/Trailer Home",201204
201204,14,0,18227,378771,"D","04/14/2012 00:00:00",63,"M","Mobile/Trailer Home",201204
201204,14,0,18228,378771,"D","04/14/2012 00:00:00",41,"M","Outside/Open Areas",201204
201204,14,0,18229,378771,"D","04/14/2012 00:00:00",10,"F","Outside/Open Areas",201204
201204,23,0,18175,379588,"D","04/23/2012 00:00:00",,"F","Under Tree",201204
201204,29,0,18259,383097,"D","04/29/2012 00:00:00",43,"F","Vehicle/Towed Trailer",201204
201201,18,0,1007300,437340,"D","01/18/2012 00:00:00",43,"M","Outside/Open Areas",201201
201201,22,0,1007299,437368,"D","01/22/2012 00:00:00",13,"M","Outside/Open Areas",201201
201202,13,0,1007301,437369,"D","02/13/2012 00:00:00",38,"M","Outside/Open Areas",201202
201203,30,0,1007304,437379,"D","03/30/2012 00:00:00",34,"M","Outside/Open Areas",201203
201203,3,0,1007303,437380,"D","03/03/2012 00:00:00",18,"M","Outside/Open Areas",201203
201202,29,0,17551,362592,"D","02/29/2012 00:00:00",62,"F","Permanent Home",201202
201202,29,0,1007306,362596,"D","02/29/2012 00:00:00",46,"F","Mobile/Trailer Home",201202
201202,29,0,1007307,362596,"D","02/29/2012 00:00:00",69,"F","Permanent Home",201202
201206,20,0,18270,383620,"D","06/20/2012 00:00:00",50,"M","In Water",201206
201210,26,0,1007062,416249,"D","10/26/2012 00:00:00",62,"M","Vehicle/Towed Trailer",201210
201203,23,0,18140,374200,"D","03/23/2012 00:00:00",60,"F","Mobile/Trailer Home",201203
201212,30,0,1007338,433164,"D","12/30/2012 00:00:00",49,"F","Outside/Open Areas",201212
201206,21,0,1007388,393032,"D","06/21/2012 00:00:00",60,"M","Permanent Home",201206
201206,18,0,1007389,393032,"D","06/18/2012 00:00:00",66,"F","Outside/Open Areas",201206
201206,16,0,1007390,470326,"I","06/16/2012 00:00:00",,"F","Permanent Home",201206
201207,6,0,1007391,404559,"D","07/06/2012 00:00:00",,"M","Permanent Home",201207
201207,7,0,1007392,404559,"D","07/07/2012 00:00:00",,"F","Permanent Home",201207
201207,6,0,1007393,404561,"D","07/06/2012 00:00:00",37,"M","Permanent Home",201207
201207,5,0,1007394,404572,"D","07/05/2012 00:00:00",49,"F","Permanent Home",201207
201207,6,0,1007395,404572,"D","07/06/2012 00:00:00",42,"M","Permanent Home",201207
201207,5,0,1007396,404564,"I","07/05/2012 00:00:00",83,"F","Permanent Home",201207
201207,8,0,20856,404564,"I","07/08/2012 00:00:00",,"M","Permanent Home",201207
201207,10,0,20857,404564,"I","07/10/2012 00:00:00",,"M","Permanent Home",201207
201207,5,0,1007397,404573,"I","07/05/2012 00:00:00",,"M","Other",201207
201207,15,0,1007398,404584,"I","07/15/2012 00:00:00",,"M","Permanent Home",201207
201207,11,0,18304,386013,"D","07/11/2012 00:00:00",72,"M","Permanent Home",201207
201207,29,0,18405,392277,"D","07/29/2012 00:00:00",2,"M","Outside/Open Areas",201207
201207,14,0,18511,396492,"D","07/14/2012 00:00:00",65,"M","Outside/Open Areas",201207
